Job Id,individual_skill
16595053320471661431,Deep Learning
6080124834546731915,Research
6080124834546731915,Python
6080124834546731915,TensorFlow
5314933207519282839,Firewalls
5314933207519282839,Network Security
5314933207519282839,Encryption
3292048123241711112,React
3292048123241711112,HTML
3292048123241711112,CSS
10406844898476445564,Jenkins
10406844898476445564,Kubernetes
10406844898476445564,CI/CD
11538105595774517377,Business Analysis
11538105595774517377,SDLC
11538105595774517377,Testing
11481072924324024251,Swift
11481072924324024251,Flutter
11481072924324024251,iOS
10396267916751095105,Manual Testing
10396267916751095105,Test Cases
10396267916751095105,Automation
2306711676565341148,Research
2306711676565341148,Python
2306711676565341148,TensorFlow
16248952032294947572,React
16248952032294947572,JavaScript
16248952032294947572,Node.js
8936107468676546787,MySQL
8936107468676546787,SQL
8936107468676546787,Performance Tuning
5076884722732253827,Test Cases
5076884722732253827,Automation
5076884722732253827,Bug Tracking
3203525476746545749,Test Cases
3203525476746545749,Bug Tracking
3203525476746545749,Automation
3639751243302193835,Backup/Recovery
3639751243302193835,Oracle
3639751243302193835,MySQL
10721540933238082760,CI/CD
10721540933238082760,Jenkins
10721540933238082760,Docker
15935887841699973208,Infrastructure as Code
15935887841699973208,Azure
15935887841699973208,AWS
14031321716530760776,Python
14031321716530760776,Node.js
14031321716530760776,Java
13764545933372377264,GCP
13764545933372377264,AWS
13764545933372377264,Security
9616878165038876823,NLP
9616878165038876823,Deep Learning
9616878165038876823,Research
6098812002869790079,Security
6098812002869790079,AWS
6098812002869790079,Infrastructure as Code
7247885361237215290,Infrastructure as Code
7247885361237215290,Azure
7247885361237215290,Security
13495033125058595386,JavaScript
13495033125058595386,HTML
13495033125058595386,React
4788648670834937202,Spark
4788648670834937202,SQL
4788648670834937202,Python
4521487220959039394,Firewall Configuration
4521487220959039394,Routing
4521487220959039394,Switching
13060848698278428878,Python
13060848698278428878,Node.js
13060848698278428878,REST APIs
4884058345396652633,Vue.js
4884058345396652633,React
4884058345396652633,CSS
12895988690855807720,Oracle
12895988690855807720,Performance Tuning
12895988690855807720,MySQL
13595186747481014594,Node.js
13595186747481014594,Express
13595186747481014594,JavaScript
10513367358711941247,Infrastructure as Code
10513367358711941247,Security
10513367358711941247,Azure
14501063868892070727,Selenium
14501063868892070727,Test Cases
14501063868892070727,Bug Tracking
6067235996437398699,REST APIs
6067235996437398699,Node.js
6067235996437398699,Django
3682419306912237206,Research
3682419306912237206,Deep Learning
3682419306912237206,NLP
11993631087451652656,Troubleshooting
11993631087451652656,Customer Support
11993631087451652656,Linux
5236570077908649715,Infrastructure as Code
5236570077908649715,Security
5236570077908649715,GCP
8641978834545428955,Windows
8641978834545428955,Helpdesk
8641978834545428955,Troubleshooting
1933279545844908376,Android
1933279545844908376,React Native
1933279545844908376,Flutter
8336426984047723070,React
8336426984047723070,CSS
8336426984047723070,HTML
2798469414943474567,Penetration Testing
2798469414943474567,SIEM
2798469414943474567,Encryption
12411541609854290931,Helpdesk
12411541609854290931,Windows
12411541609854290931,Customer Support
3979831964155528132,Customer Support
3979831964155528132,Troubleshooting
3979831964155528132,Linux
1393347623683901505,ETL
1393347623683901505,Python
1393347623683901505,SQL
14707448634921599953,Android
14707448634921599953,Flutter
14707448634921599953,React Native
10545645785349179667,SQL
10545645785349179667,MySQL
10545645785349179667,Backup/Recovery
7289594135857351923,Routing
7289594135857351923,Monitoring
7289594135857351923,Switching
13051898181332847750,React
13051898181332847750,Vue.js
13051898181332847750,CSS
14303313244384347380,TensorFlow
14303313244384347380,PyTorch
14303313244384347380,NLP
11785762528723028533,Android
11785762528723028533,iOS
11785762528723028533,React Native
2928304079656274308,Routing
2928304079656274308,Firewall Configuration
2928304079656274308,Switching
12624499245259833754,AWS
12624499245259833754,Docker
12624499245259833754,CI/CD
8719347445900526974,SDLC
8719347445900526974,System Design
8719347445900526974,Testing
13283197417372926823,Python
13283197417372926823,REST APIs
13283197417372926823,Java
2920050174254531892,JavaScript
2920050174254531892,MongoDB
2920050174254531892,Node.js
12995167838776019808,Deep Learning
12995167838776019808,Research
12995167838776019808,NLP
1561294241302007175,Azure
1561294241302007175,GCP
1561294241302007175,AWS
3056546583147792556,JavaScript
3056546583147792556,Express
3056546583147792556,React
8537440732472951884,Azure
8537440732472951884,AWS
8537440732472951884,Security
10175546739428904313,NLP
10175546739428904313,PyTorch
10175546739428904313,TensorFlow
14426498850473461185,Python
14426498850473461185,REST APIs
14426498850473461185,Django
519635288876730546,GCP
519635288876730546,Azure
519635288876730546,Security
8350713563863534433,NLP
8350713563863534433,Research
8350713563863534433,Python
17297917710080297502,iOS
17297917710080297502,Swift
17297917710080297502,Android
204278740556337047,Infrastructure as Code
204278740556337047,AWS
204278740556337047,GCP
12040436274250533773,iOS
12040436274250533773,Android
12040436274250533773,Swift
13857888798520003903,Python
13857888798520003903,TensorFlow
13857888798520003903,NLP
9807832736545392937,Deep Learning
9807832736545392937,Research
9807832736545392937,Python
12315155773991700831,HTML
12315155773991700831,Vue.js
12315155773991700831,CSS
5895508758474473664,SQL
5895508758474473664,MySQL
5895508758474473664,Backup/Recovery
17938540571144112324,SQL
17938540571144112324,Oracle
17938540571144112324,Performance Tuning
2119487756050124598,Spark
2119487756050124598,ETL
2119487756050124598,SQL
2310603432773372053,MySQL
2310603432773372053,SQL
2310603432773372053,Backup/Recovery
11285008338997038332,PyTorch
11285008338997038332,Model Training
11285008338997038332,NLP
4993565020415214690,Bug Tracking
4993565020415214690,Selenium
4993565020415214690,Test Cases
9504864527878409153,Windows
9504864527878409153,Linux
9504864527878409153,Troubleshooting
11891824289116801848,Linux
11891824289116801848,Helpdesk
11891824289116801848,Troubleshooting
15264805934495976216,GCP
15264805934495976216,Azure
15264805934495976216,Security
10959403327406491316,PyTorch
10959403327406491316,Model Training
10959403327406491316,NLP
11435075997121400256,PyTorch
11435075997121400256,NLP
11435075997121400256,TensorFlow
18024137666157955899,Python
18024137666157955899,Data Warehousing
18024137666157955899,Spark
8723030627303900044,Switching
8723030627303900044,Cisco
8723030627303900044,Routing
17789721876166428900,Switching
17789721876166428900,Routing
17789721876166428900,Monitoring
5113079996400487010,Selenium
5113079996400487010,Test Cases
5113079996400487010,Manual Testing
17536127190373123543,CSS
17536127190373123543,React
17536127190373123543,HTML
6246070554656197246,AWS
6246070554656197246,Security
6246070554656197246,Azure
7779604459575463699,GCP
7779604459575463699,Infrastructure as Code
7779604459575463699,AWS
6673778151809567900,SDLC
6673778151809567900,Requirements Gathering
6673778151809567900,Business Analysis
15329686571500390122,HTML
15329686571500390122,Vue.js
15329686571500390122,JavaScript
4603660819723865053,Swift
4603660819723865053,Flutter
4603660819723865053,Android
12362897071128791259,Infrastructure as Code
12362897071128791259,AWS
12362897071128791259,Security
11295796741751325107,Backup/Recovery
11295796741751325107,SQL
11295796741751325107,Oracle
9587942752422742485,Model Training
9587942752422742485,PyTorch
9587942752422742485,TensorFlow
2288956184373904483,Python
2288956184373904483,Research
2288956184373904483,Deep Learning
1272724197835098993,Kubernetes
1272724197835098993,Jenkins
1272724197835098993,AWS
14798653594503498954,MySQL
14798653594503498954,Performance Tuning
14798653594503498954,SQL
8812038502849859317,Business Analysis
8812038502849859317,System Design
8812038502849859317,Testing
6313321972052150432,Django
6313321972052150432,REST APIs
6313321972052150432,Python
15812063718316523737,Kubernetes
15812063718316523737,AWS
15812063718316523737,CI/CD
2345377996815223447,GCP
2345377996815223447,Infrastructure as Code
2345377996815223447,Security
6182935666040127524,Cisco
6182935666040127524,Monitoring
6182935666040127524,Routing
15530260949865221158,Windows
15530260949865221158,Helpdesk
15530260949865221158,Linux
8994883046144231878,Firewall Configuration
8994883046144231878,Monitoring
8994883046144231878,Routing
9217795770036666428,Docker
9217795770036666428,Kubernetes
9217795770036666428,CI/CD
6757571294577838036,Manual Testing
6757571294577838036,Selenium
6757571294577838036,Test Cases
15798187457264241357,TensorFlow
15798187457264241357,PyTorch
15798187457264241357,NLP
11219275354763643159,AWS
11219275354763643159,GCP
11219275354763643159,Security
6034365687144989736,ETL
6034365687144989736,SQL
6034365687144989736,Python
2482306572873581028,Python
2482306572873581028,Research
2482306572873581028,Deep Learning
8054343246007519470,Data Warehousing
8054343246007519470,ETL
8054343246007519470,Spark
13754013484120230611,Python
13754013484120230611,NLP
13754013484120230611,Deep Learning
14352844139640735607,Research
14352844139640735607,Python
14352844139640735607,TensorFlow
17551024591429453856,Express
17551024591429453856,React
17551024591429453856,Node.js
2770696494766179994,Python
2770696494766179994,REST APIs
2770696494766179994,Django
13440134344965050214,Security
13440134344965050214,AWS
13440134344965050214,Infrastructure as Code
1603678754786984975,ETL
1603678754786984975,Python
1603678754786984975,Spark
8857472599307275719,ETL
8857472599307275719,SQL
8857472599307275719,Data Warehousing
3266608998576376848,Backup/Recovery
3266608998576376848,SQL
3266608998576376848,Performance Tuning
12590873254829705227,Automation
12590873254829705227,Manual Testing
12590873254829705227,Test Cases
7148118505250768841,REST APIs
7148118505250768841,Java
7148118505250768841,Node.js
6489331492490593602,Customer Support
6489331492490593602,Linux
6489331492490593602,Windows
7529363397965467309,System Design
7529363397965467309,SDLC
7529363397965467309,Business Analysis
5488855680284181147,System Design
5488855680284181147,Business Analysis
5488855680284181147,SDLC
9664419565041829255,Cisco
9664419565041829255,Switching
9664419565041829255,Firewall Configuration
18101967516374287837,Firewall Configuration
18101967516374287837,Switching
18101967516374287837,Routing
2805795675753302915,Switching
2805795675753302915,Routing
2805795675753302915,Firewall Configuration
4644575090605771011,Deep Learning
4644575090605771011,TensorFlow
4644575090605771011,Research
10121811236171368461,Bug Tracking
10121811236171368461,Automation
10121811236171368461,Test Cases
15986584619146103869,Performance Tuning
15986584619146103869,MySQL
15986584619146103869,Backup/Recovery
8132930428628651905,Research
8132930428628651905,TensorFlow
8132930428628651905,NLP
18142370405046110021,Data Warehousing
18142370405046110021,ETL
18142370405046110021,SQL
8169016505506218056,Encryption
8169016505506218056,Network Security
8169016505506218056,Penetration Testing
948021516129355655,Linux
948021516129355655,Helpdesk
948021516129355655,Troubleshooting
17359242014392664281,Helpdesk
17359242014392664281,Linux
17359242014392664281,Troubleshooting
8575317846542208791,iOS
8575317846542208791,Android
8575317846542208791,React Native
17690284612080976391,Bug Tracking
17690284612080976391,Selenium
17690284612080976391,Manual Testing
11240384192891930480,Spark
11240384192891930480,ETL
11240384192891930480,Data Warehousing
16806595870924424617,AWS
16806595870924424617,Infrastructure as Code
16806595870924424617,Security
3885564140884608773,Cisco
3885564140884608773,Monitoring
3885564140884608773,Switching
12406691413751909185,Java
12406691413751909185,REST APIs
12406691413751909185,Node.js
2964767047914900066,Routing
2964767047914900066,Firewall Configuration
2964767047914900066,Switching
13867349273410553118,SDLC
13867349273410553118,Testing
13867349273410553118,System Design
11142612185848103150,Jenkins
11142612185848103150,Kubernetes
11142612185848103150,CI/CD
14030400542058957611,Cisco
14030400542058957611,Routing
14030400542058957611,Firewall Configuration
316783814026218220,Troubleshooting
316783814026218220,Linux
316783814026218220,Helpdesk
9483723496377829510,Security
9483723496377829510,GCP
9483723496377829510,Azure
27570820981672819,Linux
27570820981672819,Windows
27570820981672819,Helpdesk
15570828773304256702,AWS
15570828773304256702,GCP
15570828773304256702,Azure
7637228372099285709,Monitoring
7637228372099285709,Firewall Configuration
7637228372099285709,Switching
3456641231480244568,Flutter
3456641231480244568,Android
3456641231480244568,iOS
4069340757808925602,Backup/Recovery
4069340757808925602,MySQL
4069340757808925602,Performance Tuning
9206617061453940052,Manual Testing
9206617061453940052,Automation
9206617061453940052,Bug Tracking
150761482830430746,Spark
150761482830430746,Python
150761482830430746,Data Warehousing
13682719584497320416,SIEM
13682719584497320416,Encryption
13682719584497320416,Network Security
1845626754993114624,Deep Learning
1845626754993114624,Research
1845626754993114624,NLP
10829151029513176671,Docker
10829151029513176671,AWS
10829151029513176671,Jenkins
5103517749794916824,NLP
5103517749794916824,Research
5103517749794916824,TensorFlow
3320387876459201495,JavaScript
3320387876459201495,MongoDB
3320387876459201495,Node.js
5134787901030810598,REST APIs
5134787901030810598,Java
5134787901030810598,Django
9148911911155680113,Linux
9148911911155680113,Helpdesk
9148911911155680113,Customer Support
15735619179274324994,Java
15735619179274324994,Django
15735619179274324994,REST APIs
5584731033959485436,Helpdesk
5584731033959485436,Windows
5584731033959485436,Linux
17602989137334914083,Routing
17602989137334914083,Monitoring
17602989137334914083,Cisco
3323097988983636546,JavaScript
3323097988983636546,HTML
3323097988983636546,Vue.js
17309735832092430112,Django
17309735832092430112,Python
17309735832092430112,Java
8133675294792697963,Linux
8133675294792697963,Troubleshooting
8133675294792697963,Customer Support
6702809349161042331,CSS
6702809349161042331,Vue.js
6702809349161042331,HTML
15051885617086680855,System Design
15051885617086680855,Testing
15051885617086680855,Business Analysis
4603879135869551301,Express
4603879135869551301,JavaScript
4603879135869551301,MongoDB
7262889914094273925,Requirements Gathering
7262889914094273925,System Design
7262889914094273925,Testing
2776695779525150810,CI/CD
2776695779525150810,Docker
2776695779525150810,Jenkins
13389209492123043179,REST APIs
13389209492123043179,Django
13389209492123043179,Java
11031372912613868944,Network Security
11031372912613868944,Firewalls
11031372912613868944,SIEM
8185943957041463312,Vue.js
8185943957041463312,JavaScript
8185943957041463312,CSS
6623399426389002171,Customer Support
6623399426389002171,Linux
6623399426389002171,Troubleshooting
3125289732083958017,SQL
3125289732083958017,ETL
3125289732083958017,Data Warehousing
13825907658166255803,Java
13825907658166255803,REST APIs
13825907658166255803,Python
18233250833502455985,Oracle
18233250833502455985,Performance Tuning
18233250833502455985,MySQL
17250479953476731148,Infrastructure as Code
17250479953476731148,Security
17250479953476731148,GCP
7240706637149259070,CI/CD
7240706637149259070,AWS
7240706637149259070,Kubernetes
11888384029559179025,Docker
11888384029559179025,AWS
11888384029559179025,CI/CD
7728218062430424676,Cisco
7728218062430424676,Firewall Configuration
7728218062430424676,Switching
6435244761822675236,Express
6435244761822675236,Node.js
6435244761822675236,JavaScript
10940672975504690064,JavaScript
10940672975504690064,Express
10940672975504690064,Node.js
9980254114892500492,Helpdesk
9980254114892500492,Windows
9980254114892500492,Linux
500417545799352332,React Native
500417545799352332,Swift
500417545799352332,Flutter
16826979362851539549,CSS
16826979362851539549,JavaScript
16826979362851539549,Vue.js
3948107368784282147,CI/CD
3948107368784282147,Kubernetes
3948107368784282147,Jenkins
3180918382552237710,Testing
3180918382552237710,Business Analysis
3180918382552237710,System Design
2686390158788677627,Requirements Gathering
2686390158788677627,Business Analysis
2686390158788677627,SDLC
17983353691392920588,TensorFlow
17983353691392920588,Model Training
17983353691392920588,Python
5128932171235479001,Django
5128932171235479001,Java
5128932171235479001,REST APIs
9364155878864604793,Helpdesk
9364155878864604793,Customer Support
9364155878864604793,Linux
6995424742613405401,Troubleshooting
6995424742613405401,Windows
6995424742613405401,Helpdesk
5302764886387213333,Monitoring
5302764886387213333,Switching
5302764886387213333,Cisco
6959353942794521691,React
6959353942794521691,JavaScript
6959353942794521691,HTML
17896737272468030385,Jenkins
17896737272468030385,Docker
17896737272468030385,AWS
3572428069356062783,Helpdesk
3572428069356062783,Customer Support
3572428069356062783,Windows
12290084619517119597,Python
12290084619517119597,PyTorch
12290084619517119597,TensorFlow
16218509606803686580,NLP
16218509606803686580,Research
16218509606803686580,Python
989921653220655612,JavaScript
989921653220655612,Vue.js
989921653220655612,CSS
17414357976360635848,Vue.js
17414357976360635848,CSS
17414357976360635848,React
2927336207983921070,CI/CD
2927336207983921070,AWS
2927336207983921070,Kubernetes
15686026702211924931,ETL
15686026702211924931,Python
15686026702211924931,Spark
14231374398155277979,Android
14231374398155277979,iOS
14231374398155277979,Swift
17582018988195332628,Research
17582018988195332628,NLP
17582018988195332628,Deep Learning
15116670419164679724,TensorFlow
15116670419164679724,Model Training
15116670419164679724,PyTorch
13427403236241195707,Bug Tracking
13427403236241195707,Test Cases
13427403236241195707,Selenium
14431935961361108674,Requirements Gathering
14431935961361108674,SDLC
14431935961361108674,Testing
6602698061106725731,Firewalls
6602698061106725731,SIEM
6602698061106725731,Encryption
2869201255751306020,JavaScript
2869201255751306020,Node.js
2869201255751306020,MongoDB
3045488588319179435,Kubernetes
3045488588319179435,CI/CD
3045488588319179435,AWS
13100432730108215697,MySQL
13100432730108215697,Performance Tuning
13100432730108215697,Backup/Recovery
16091900690045290957,Linux
16091900690045290957,Windows
16091900690045290957,Helpdesk
2901918424429250476,Python
2901918424429250476,NLP
2901918424429250476,PyTorch
11654860253426237952,CSS
11654860253426237952,HTML
11654860253426237952,React
2987187035996112369,Jenkins
2987187035996112369,Kubernetes
2987187035996112369,CI/CD
7351833924579050462,Penetration Testing
7351833924579050462,Encryption
7351833924579050462,Firewalls
2873040607867258783,CSS
2873040607867258783,React
2873040607867258783,Vue.js
10900849673743451887,Test Cases
10900849673743451887,Selenium
10900849673743451887,Bug Tracking
3267366550367848157,NLP
3267366550367848157,Model Training
3267366550367848157,TensorFlow
6163702799771191614,iOS
6163702799771191614,React Native
6163702799771191614,Swift
13813843811723134672,SDLC
13813843811723134672,Requirements Gathering
13813843811723134672,Business Analysis
15092095980491655070,Linux
15092095980491655070,Customer Support
15092095980491655070,Helpdesk
14591422807886679564,Python
14591422807886679564,Model Training
14591422807886679564,PyTorch
2765325042586241306,Monitoring
2765325042586241306,Routing
2765325042586241306,Switching
13524841107374755441,Network Security
13524841107374755441,Firewalls
13524841107374755441,Encryption
8098389965770737159,Spark
8098389965770737159,SQL
8098389965770737159,Data Warehousing
10561804905955477349,Research
10561804905955477349,Deep Learning
10561804905955477349,NLP
6066933683676139350,Bug Tracking
6066933683676139350,Manual Testing
6066933683676139350,Automation
13379519083958845644,Django
13379519083958845644,Java
13379519083958845644,Node.js
5240211646650532858,Python
5240211646650532858,ETL
5240211646650532858,Data Warehousing
15126945683776163756,HTML
15126945683776163756,Vue.js
15126945683776163756,CSS
4562817028981869960,Express
4562817028981869960,Node.js
4562817028981869960,JavaScript
278446357434748576,Python
278446357434748576,Data Warehousing
278446357434748576,ETL
3476331601477520068,MongoDB
3476331601477520068,Node.js
3476331601477520068,Express
7517371504723904790,Flutter
7517371504723904790,React Native
7517371504723904790,Swift
17183762095313141967,iOS
17183762095313141967,Swift
17183762095313141967,React Native
551023357775594852,React
551023357775594852,JavaScript
551023357775594852,CSS
16695797890259568355,Network Security
16695797890259568355,Penetration Testing
16695797890259568355,SIEM
18179072910886191871,Kubernetes
18179072910886191871,AWS
18179072910886191871,CI/CD
18424937154310980304,JavaScript
18424937154310980304,React
18424937154310980304,CSS
1576128765083730554,Java
1576128765083730554,REST APIs
1576128765083730554,Python
13679291664415869048,TensorFlow
13679291664415869048,Research
13679291664415869048,Python
9928720133010640466,Automation
9928720133010640466,Manual Testing
9928720133010640466,Test Cases
1355203725648282200,Switching
1355203725648282200,Cisco
1355203725648282200,Routing
9002051479237578010,Troubleshooting
9002051479237578010,Windows
9002051479237578010,Linux
5645633306963232861,Requirements Gathering
5645633306963232861,Testing
5645633306963232861,System Design
9738091891373065859,Swift
9738091891373065859,Android
9738091891373065859,Flutter
17760195166631054208,AWS
17760195166631054208,GCP
17760195166631054208,Infrastructure as Code
14353687269404724538,Encryption
14353687269404724538,SIEM
14353687269404724538,Penetration Testing
4154331950103347802,Infrastructure as Code
4154331950103347802,AWS
4154331950103347802,Security
13060747530738682533,Security
13060747530738682533,Infrastructure as Code
13060747530738682533,AWS
6149517807853979119,Model Training
6149517807853979119,NLP
6149517807853979119,PyTorch
17792530011913275949,Linux
17792530011913275949,Windows
17792530011913275949,Troubleshooting
15729327125062566762,Model Training
15729327125062566762,PyTorch
15729327125062566762,TensorFlow
2971898342853853392,Windows
2971898342853853392,Linux
2971898342853853392,Customer Support
16253737149402072037,Python
16253737149402072037,Model Training
16253737149402072037,PyTorch
6064587266648655981,Docker
6064587266648655981,CI/CD
6064587266648655981,Jenkins
13053713838665385952,Network Security
13053713838665385952,Penetration Testing
13053713838665385952,Encryption
2449679316557186482,Monitoring
2449679316557186482,Cisco
2449679316557186482,Routing
7466504193707100859,Firewalls
7466504193707100859,SIEM
7466504193707100859,Penetration Testing
14792826735266842030,Security
14792826735266842030,Azure
14792826735266842030,GCP
6084957327405237213,AWS
6084957327405237213,Security
6084957327405237213,Azure
11352338804747422634,SQL
11352338804747422634,Data Warehousing
11352338804747422634,Spark
7462674740035469875,Backup/Recovery
7462674740035469875,MySQL
7462674740035469875,Oracle
846927802170688834,JavaScript
846927802170688834,CSS
846927802170688834,Vue.js
6016375626298247649,Requirements Gathering
6016375626298247649,System Design
6016375626298247649,Testing
11933532875402136768,Python
11933532875402136768,NLP
11933532875402136768,Deep Learning
5675915306809115960,Encryption
5675915306809115960,Firewalls
5675915306809115960,SIEM
11983274191874247414,Testing
11983274191874247414,Requirements Gathering
11983274191874247414,Business Analysis
12904341639949274383,Data Warehousing
12904341639949274383,Python
12904341639949274383,SQL
8432107720947287134,Testing
8432107720947287134,Requirements Gathering
8432107720947287134,System Design
5204058032863331350,Selenium
5204058032863331350,Bug Tracking
5204058032863331350,Automation
13233192235831544823,Docker
13233192235831544823,AWS
13233192235831544823,Kubernetes
5611952164905436288,Kubernetes
5611952164905436288,CI/CD
5611952164905436288,AWS
9117911954472388103,Requirements Gathering
9117911954472388103,SDLC
9117911954472388103,Business Analysis
15403982458175508366,Performance Tuning
15403982458175508366,SQL
15403982458175508366,MySQL
1893523284804453800,SDLC
1893523284804453800,Requirements Gathering
1893523284804453800,Business Analysis
2845487125746762336,Selenium
2845487125746762336,Bug Tracking
2845487125746762336,Manual Testing
14011771562483010656,React
14011771562483010656,Express
14011771562483010656,MongoDB
5472361775932722633,SQL
5472361775932722633,MySQL
5472361775932722633,Performance Tuning
7941683970077903360,SQL
7941683970077903360,Backup/Recovery
7941683970077903360,MySQL
2107276866619721950,React
2107276866619721950,CSS
2107276866619721950,JavaScript
13187250494390880026,Linux
13187250494390880026,Customer Support
13187250494390880026,Troubleshooting
14564775658216180542,Azure
14564775658216180542,Security
14564775658216180542,Infrastructure as Code
695066896526232586,ETL
695066896526232586,Python
695066896526232586,Data Warehousing
14252166861298155837,Android
14252166861298155837,React Native
14252166861298155837,Swift
4476328907065737597,TensorFlow
4476328907065737597,Python
4476328907065737597,NLP
13440712683034658035,Penetration Testing
13440712683034658035,Encryption
13440712683034658035,Network Security
16233771897535874506,HTML
16233771897535874506,Vue.js
16233771897535874506,CSS
6400589287435355699,SDLC
6400589287435355699,System Design
6400589287435355699,Testing
17602008783379054792,Switching
17602008783379054792,Cisco
17602008783379054792,Routing
6624628867294381665,Vue.js
6624628867294381665,CSS
6624628867294381665,JavaScript
420423725843368698,Model Training
420423725843368698,Python
420423725843368698,TensorFlow
16539128602472959779,CSS
16539128602472959779,JavaScript
16539128602472959779,HTML
12135333336507630021,GCP
12135333336507630021,AWS
12135333336507630021,Security
12215886696074333694,Kubernetes
12215886696074333694,CI/CD
12215886696074333694,Docker
10437502836083084824,Android
10437502836083084824,Swift
10437502836083084824,React Native
13659070463849219565,System Design
13659070463849219565,Testing
13659070463849219565,SDLC
17428751539291243097,SQL
17428751539291243097,Backup/Recovery
17428751539291243097,Performance Tuning
2287000325154293603,Backup/Recovery
2287000325154293603,Performance Tuning
2287000325154293603,Oracle
985442990782039884,Android
985442990782039884,Swift
985442990782039884,iOS
387711500943574230,Express
387711500943574230,MongoDB
387711500943574230,Node.js
13831036576966329746,Troubleshooting
13831036576966329746,Linux
13831036576966329746,Customer Support
12369862313500102143,TensorFlow
12369862313500102143,NLP
12369862313500102143,PyTorch
13249930163420086553,Test Cases
13249930163420086553,Automation
13249930163420086553,Selenium
3664634478073105941,REST APIs
3664634478073105941,Node.js
3664634478073105941,Java
2755573166355989439,Python
2755573166355989439,Node.js
2755573166355989439,REST APIs
5429324163925820642,React Native
5429324163925820642,Flutter
5429324163925820642,Swift
6050427785507259728,SQL
6050427785507259728,Data Warehousing
6050427785507259728,Spark
4706688601301469832,SQL
4706688601301469832,MySQL
4706688601301469832,Oracle
8472031778675049438,PyTorch
8472031778675049438,NLP
8472031778675049438,TensorFlow
4383358980002759560,Jenkins
4383358980002759560,Docker
4383358980002759560,AWS
15126580410558858795,React
15126580410558858795,JavaScript
15126580410558858795,CSS
7946788749227804769,Firewalls
7946788749227804769,Encryption
7946788749227804769,Network Security
4908975914625155520,Windows
4908975914625155520,Linux
4908975914625155520,Troubleshooting
6824366792614887566,Python
6824366792614887566,Data Warehousing
6824366792614887566,SQL
14528836994229880895,CI/CD
14528836994229880895,Jenkins
14528836994229880895,Kubernetes
4796072666283067653,Python
4796072666283067653,Data Warehousing
4796072666283067653,Spark
1693210098284183709,Jenkins
1693210098284183709,Kubernetes
1693210098284183709,Docker
8795163691140138476,Test Cases
8795163691140138476,Selenium
8795163691140138476,Manual Testing
17415324747350033771,Cisco
17415324747350033771,Firewall Configuration
17415324747350033771,Switching
17284319263360500738,Vue.js
17284319263360500738,JavaScript
17284319263360500738,CSS
13750365700061875346,SQL
13750365700061875346,Performance Tuning
13750365700061875346,MySQL
149335317781106332,Firewall Configuration
149335317781106332,Routing
149335317781106332,Cisco
7299160574536205974,Manual Testing
7299160574536205974,Test Cases
7299160574536205974,Selenium
8052082296993957423,Penetration Testing
8052082296993957423,Firewalls
8052082296993957423,SIEM
7589840111125743218,Oracle
7589840111125743218,SQL
7589840111125743218,Backup/Recovery
2241107444257409554,Bug Tracking
2241107444257409554,Manual Testing
2241107444257409554,Automation
2866152184367890777,Infrastructure as Code
2866152184367890777,AWS
2866152184367890777,GCP
9480306031861842741,Customer Support
9480306031861842741,Linux
9480306031861842741,Windows
281036863610113877,PyTorch
281036863610113877,NLP
281036863610113877,TensorFlow
2584675896353836390,JavaScript
2584675896353836390,CSS
2584675896353836390,HTML
5181992152908777467,SDLC
5181992152908777467,System Design
5181992152908777467,Business Analysis
18871334145641349,TensorFlow
18871334145641349,PyTorch
18871334145641349,Python
4891459714949728934,JavaScript
4891459714949728934,Node.js
4891459714949728934,React
14012752479982536871,Azure
14012752479982536871,Infrastructure as Code
14012752479982536871,Security
461640327341755791,CSS
461640327341755791,JavaScript
461640327341755791,HTML
5442068092603810338,CSS
5442068092603810338,HTML
5442068092603810338,React
5542818147380904871,Android
5542818147380904871,Flutter
5542818147380904871,React Native
2817233876708904168,React
2817233876708904168,Vue.js
2817233876708904168,HTML
13248191249069263781,Azure
13248191249069263781,GCP
13248191249069263781,Security
8774818784221023917,Routing
8774818784221023917,Cisco
8774818784221023917,Switching
5780675295875975705,JavaScript
5780675295875975705,Node.js
5780675295875975705,React
7998768822383496097,Azure
7998768822383496097,GCP
7998768822383496097,Infrastructure as Code
3908945503728979461,NLP
3908945503728979461,Research
3908945503728979461,TensorFlow
11611486341954620318,Encryption
11611486341954620318,Penetration Testing
11611486341954620318,Network Security
10638406975612276397,React Native
10638406975612276397,Flutter
10638406975612276397,Swift
10427406222285620023,Performance Tuning
10427406222285620023,Backup/Recovery
10427406222285620023,MySQL
2783186362923566364,Python
2783186362923566364,SQL
2783186362923566364,Spark
12885055950805027215,SQL
12885055950805027215,ETL
12885055950805027215,Spark
13370149651586109111,Performance Tuning
13370149651586109111,Backup/Recovery
13370149651586109111,Oracle
6031017580096799997,SDLC
6031017580096799997,Testing
6031017580096799997,Requirements Gathering
16644800833980419536,Cisco
16644800833980419536,Monitoring
16644800833980419536,Firewall Configuration
10854763799483666194,JavaScript
10854763799483666194,React
10854763799483666194,Express
15098748687916419323,Customer Support
15098748687916419323,Helpdesk
15098748687916419323,Windows
4362099434084909636,Linux
4362099434084909636,Troubleshooting
4362099434084909636,Windows
243646441162557401,Research
243646441162557401,TensorFlow
243646441162557401,NLP
3514006582779003282,SQL
3514006582779003282,Oracle
3514006582779003282,Backup/Recovery
